sm,ft,ma,gt
CCC(CC)CN,"[-0.17753744 -1.405525   -0.72954726 ...  0.          0.
  0.        ]",[False False False False  True],[-0.50631822  0.87873834 -0.89849758  0.33152287 -0.05853659]
O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,[29.282625  -7.1646986 10.53753   ...  0.         0.         0.       ],[False False False False  True],[ 0.32542543  0.79345893 -0.74398838 -0.8516602   0.16940133]
CS(=O)(=O)C(Cl)=CCl,"[-0.23209476  1.7909908   1.0494673  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.26568063  0.99872056 -0.65494415 -0.8929036   0.40443459]
COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,[-11.735432   8.973511 -10.781438 ...   0.         0.         0.      ],[False  True False False False],[-0.91888827 -0.22776957 -0.81832951  0.33152287 -0.2592141 ]
O=c1c(OC2C(O)OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,[0.72607994 0.35856622 3.6359267  ... 0.         0.         0.        ],[ True False False False False],[-0.35652054  0.9034831  -0.62999326 -0.89833067 -0.29265205]
BrCCBr,[-7.532427   1.7422597 -0.5168591 ...  0.         0.         0.       ],[False False False False  True],[-0.45597429 -0.00679768 -0.34918536 -0.82172369  0.30776053]
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,"[ -1.5855573    0.40681547 -12.126895   ...   0.           0.
   0.        ]",[False False False False  True],[-0.47529783  0.74331132 -0.97268026 -0.8569364   0.0767184 ]
Cc1ccc(SN(C)C(=O)Oc2cccc3c2OC(C)(C)C3)cc1,[19.969013 -8.622383  8.910852 ...  0.        0.        0.      ],[False False False False  True],[ 0.50250681  0.77422514  0.21299155 -0.71012322  0.7059867 ]
CC[N+](C)(C)c1cccc(O)c1.[Br-],"[  8.4360695 -11.589103    7.272952  ...   0.          0.
   0.       ]",[False False False  True False],[-0.21219545  0.79180141 -0.65093232 -0.85502402 -0.59506263]
CCOC(=O)NNc1nncc2ccccc12,"[-10.816151    0.8267679  -3.8966565 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.12039842 -0.78936122 -0.75214802 -0.6039317   0.14101996]
CC(N)C1CCC(c2ccccc2)CC1,"[ -3.3750982    0.19957739 -12.561853   ...   0.           0.
   0.        ]",[False False False False  True],[ 0.69462772  0.98828491 -0.66982954 -0.98635988 -0.03414634]
CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1,"[-11.266545    2.6094937  -1.1167457 ...   0.          0.
   0.       ]",[False False  True False False],[-0.26051202  0.96180057 -0.94537178 -0.75695425 -0.18323427]
CCC(C)C(CN(C)C)c1ccc(Cl)cc1Cl,[ 7.0895133 -8.485081   2.2731762 ...  0.         0.         0.       ],[False False False False  True],[ 0.09115755  0.93747264 -0.48435828 -0.70039014  0.0616408 ]
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,[-4.0401726 -8.4467325 12.121519  ...  0.         0.         0.       ],[ True False  True  True  True],[ 0.39313567  0.95550637 -0.71471927 -0.61270107  0.36053215]
CCCCOC(=O)C=CC(=O)OCCCC,[ 8.156142  -2.411047  -1.9316206 ...  0.         0.         0.       ],[False False False False  True],[ 0.30476311  0.42451899 -0.98879467 -0.86131831 -0.33658537]
COc1cc(N)cn[n+]1-c1ccccc1,"[-9.435625    0.07852936 -2.648329   ...  0.          0.
  0.        ]",[False False  True False False],[-0.36493832  0.7143592   0.21092564 -0.90391813 -0.09921411]
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,[-0.7709451  1.4836888  0.7588043 ...  0.         0.         0.       ],[False False False False  True],[-0.44301818  0.9008217  -0.69500543 -0.72779757 -0.14101996]
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,[ 3.7792974  0.980114  -2.9836578 ...  0.         0.         0.       ],[False False False  True False],[ 0.19717135  0.73361188 -0.68697808  0.49864216  0.04950764]
CC1CO1,[-18.632984  19.649221  15.353668 ...   0.         0.         0.      ],[False False False False  True],[-0.49719846  0.99140897 -0.94766344 -0.50338906 -0.16053215]
CCNc1nc(Cl)nc(N(CC)CC)n1,"[-17.138554   12.716003   -4.4275217 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.07915202 -0.4113357  -0.96788651 -0.94615253  0.01818182]
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,[-9.777138  12.79646   -1.7574952 ...  0.         0.         0.       ],[False False False False  True],[-0.04223953  0.98416073 -0.83690202 -0.93352126  0.05454545]
NC(=O)C1c2ccccc2CCc2ccccc21,"[-10.051308   -4.887082    7.5133796 ...   0.          0.
   0.       ]",[False False False False  True],[-0.56635385  0.92460447 -0.95331811 -0.17186243 -0.2443459 ]
FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)cc2[nH]1,"[ 8.213606   -3.0649548   0.97677994 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.10170324  0.80996174 -0.9374794  -0.91216254  0.90199557]
C=CCOC=CCOC(C)=O,"[-20.285545   -7.8700523  -9.600617  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.51981287  0.82392934 -0.65320907 -0.85509846 -0.4097561 ]
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,[-7.7915707 -4.2413125 -1.5494931 ...  0.         0.         0.       ],[False False  True False False],[-0.37143038  0.80931761 -0.06221548 -0.52958197  0.09351335]
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[ 6.792859  -3.9387677  6.379032  ...  0.         0.         0.       ],[False False False False  True],[ 0.59421988  0.84376877 -0.99193872  0.33152287 -0.0518847 ]
CC(C(=O)O)c1ccc(-n2cc3ccccc3n2)cc1,[-7.462777  5.746679 -7.586314 ...  0.        0.        0.      ],[False False False False  True],[ 0.30003048  0.95880988 -0.77640469 -0.56751643 -0.13791574]
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,[ 15.80503  -15.284615  17.738018 ...   0.         0.         0.      ],[False False False False  True],[ 0.11008658  0.8015168   0.07573842 -0.89911813 -0.04390244]
NC1=NC(c2ccc(F)cc2)Cc2ccc(F)cc21,"[-0.05804682 -0.184951    5.4555774  ...  0.          0.
  0.        ]",[False  True False False False],[ 0.38128373 -0.93973412 -0.97169873 -0.88272793 -0.08585452]
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,[-19.109356   9.867695  -9.189498 ...   0.         0.         0.      ],[False False False False  True],[-0.53013647 -0.71517906 -0.4846718   0.16440359  0.70776053]
O=Cc1ccccc1Cl,[ 12.628069 -17.561388  28.9721   ...   0.         0.         0.      ],[False False False False  True],[-0.17688714  0.89529132 -0.93187838 -0.81121622 -0.32505543]
C1=Cc2ccccc2CC1,"[  0.82056546  -1.3670453  -12.58441    ...   0.           0.
   0.        ]",[False False False False  True],[ 0.41064417  0.85278963 -0.60607649  0.66576144 -0.39113082]
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)[NH+](C)CCC314,[-1.5526214  6.8045073 -5.9080153 ...  0.         0.         0.       ],[False False  True False False],[-0.06674721  0.86184377 -0.24430956 -0.21330382 -0.33926885]
O=[N+]([O-])C(Br)(Br)CO,[-3.0289903  8.537067  -1.3571129 ...  0.         0.         0.       ],[False False False False  True],[ 0.36674946  0.48133703 -0.96400958 -0.73311902  0.61463415]
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,[22.995026  -2.0882387  6.3376026 ...  0.         0.         0.       ],[False False False False  True],[ 0.33556743  0.28181774  0.4797275  -0.59453562  0.55077605]
CC(C)NNC(=O)COc1ccc(Cl)cc1,[ 1.9994249 -5.557432   1.4680649 ...  0.         0.         0.       ],[False False False False  True],[ 0.36124058  0.85196118  0.84825493 -0.77528133  0.04390244]
COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,[7.621541  1.9153838 8.230108  ... 0.        0.        0.       ],[False  True False False False],[-0.63498133  0.53973412 -0.656315   -0.92822273  0.00235972]
CC(OCCCl)OCCCl,[33.15106   -3.3424501  7.759237  ...  0.         0.         0.       ],[False False False False  True],[-0.56036483  0.70737613 -0.84094488 -0.74971262  0.10421286]
CN(Sc1ccc(Cl)c(Cl)c1)C(=O)Oc1cccc2c1OC(C)(C)C2,[ 19.534725 -12.190223  17.371628 ...   0.         0.         0.      ],[False False False False  True],[ 0.2817645   0.82071088 -0.91317406 -0.90298919  0.73436807]
CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,"[-10.703725    1.8762383  -4.073919  ...   0.          0.
   0.       ]",[False False False  True False],[-0.1101566   0.66004406 -0.53804553 -0.08627533 -0.01218952]
CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,"[-12.582543    1.4216467   4.4490104 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.17577465  0.88942855 -0.48667351 -0.44412094  0.30509978]
COc1ccc(CCC[N+](C)(CCCc2ccc(OC)cc2)CCNC(=O)c2nc(Cl)c(N)nc2N)cc1,"[  8.146158    2.694221  -13.3174515 ...   0.          0.
   0.       ]",[False  True False False False],[-0.17423405  0.03870015 -0.96699063 -0.78461471  0.46434527]
CNC(=O)ON=C(CSC)C(C)(C)C,[ 7.922792  -5.7808375  3.3407648 ...  0.         0.         0.       ],[False False False False  True],[ 0.55401798  0.97931081 -0.60682948 -0.41755825  0.82660754]
C=CS(=O)(=O)COCS(=O)(=O)C=C,[11.467903 -5.669403 10.385355 ...  0.        0.        0.      ],[False False False False  True],[ 0.47805973  0.62541365 -0.9335045  -0.91828205  0.49223947]
c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,"[-10.6083145  20.190413   -1.2797028 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.09993116  0.93611925 -0.65993669 -0.92189922 -0.17915743]
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,"[19.554321   -3.1236463   0.24761868 ...  0.          0.
  0.        ]",[False False False False  True],[-0.18192756  0.94438286 -0.77301443 -0.58510932  0.02838137]
CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccccc2)cc1,"[-12.146593    0.3229748  -2.0205169 ...   0.          0.
   0.       ]",[False  True False False False],[ 0.02156871  0.9929099  -0.97063402 -0.17237921 -0.15606669]
c1ccc2c(NC3=NCCS3)cccc2c1,[ 4.183687  -3.7918696 -6.184162  ...  0.         0.         0.       ],[False False False False  True],[ 0.41255401 -0.76807775 -0.43816314  0.49864216  0.4940133 ]
CNC(=N)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,[ 2.2733307 14.068105  -1.37777   ...  0.         0.         0.       ],[ True False False False False],[-0.85565898  0.87180271 -0.87433216 -0.94560078 -0.28437489]
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,"[22.03898    -3.7165623  -0.09025085 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.1585187   0.75263989 -0.82717153 -0.93951077 -0.5804878 ]
NC(=S)NNCNNC(N)=S,"[ -0.92033005  29.118156   -16.925137   ...   0.           0.
   0.        ]",[False False False False  True],[ 0.08839566  0.8684654  -0.98219193 -1.00598005  0.86031042]
CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,[10.051092  -4.8929906  1.4540579 ...  0.         0.         0.       ],[False  True False False False],[ 0.52927953  0.87355982 -0.68306686 -0.57623924  0.40569899]
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,[10.555872  22.86554    3.3779566 ...  0.         0.         0.       ],[False  True False False False],[-0.25067852  0.93559823 -0.92944025 -0.20782105  0.13358298]
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,[ 5.116319  -1.3195195  3.1485183 ...  0.         0.         0.       ],[False False False  True False],[-0.40972461  0.54063505 -0.94096602 -0.00271569 -0.24404108]
C/C=C/C#CCC/C=C\C=C\C(=O)NCC(C)C,[-24.691664   9.311383   5.652741 ...   0.         0.         0.      ],[ True False False False False],[ 0.75011465  0.40043301 -0.9741787   0.66576144 -0.22475044]
C=CCOC1=NS(=O)(=O)c2ccccc21,[-14.889424  21.717867  -3.889675 ...   0.         0.         0.      ],[False False False False  True],[-0.17265106  0.74117555 -0.88649396 -0.88142493 -0.22394678]
Cc1ccc(NC(=O)CF)cc1,"[-11.476515    14.483535     0.89833355 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.49300917  0.68906192 -0.92114735 -0.81281457  0.81241685]
Cc1nc(N2CCN3CCOCC3C2)c(F)c(NNC(=O)C(CC2CCCC2)CN(O)C=O)[nH+]1,[2.5731096 3.502586  8.610345  ... 0.        0.        0.       ],[False False  True False False],[ 0.47520909  0.91748754 -0.7754173  -0.84342633  0.02150189]
CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,"[ 0.89428115 -4.804236    7.0934067  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.45690063  0.97782893  0.1198786  -0.92958391 -0.03592018]
Clc1ccncc1,[10.461823 -7.87064   5.491606 ...  0.        0.        0.      ],[ True False False False False],[ 0.63781821  0.94281127 -0.82152906 -0.7214624  -0.33159126]
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,[ 20.251915 -10.475887   9.726948 ...   0.         0.         0.      ],[False  True False False False],[ 0.70884789  0.87651403 -0.86280222 -0.65897317  0.29893341]
CCCCOP(=O)(OCCCC)OCCCC,"[-1.643926    4.1753683  -0.12849188 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.32806028  0.89316842 -0.92500575 -0.68743458 -0.26518847]
CN(C)c1ccc(C=C2C(=O)N=C3c4ccccc4N=CN23)cc1,"[-0.01130199  9.9601      4.9279294  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.72529205  0.92782297 -0.1294944   0.66576144  0.17915743]
C=CC(C)=CCCC(C)(C)O,"[ 2.6018975  -4.438775   -0.17985755 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.10648919  0.87714769 -0.29326372 -0.70508009 -0.26075388]
COP(=S)(OC)SCSc1cc(Cl)cc(Cl)c1,[ 0.9136658 16.159939   5.4944406 ...  0.         0.         0.       ],[False False False False  True],[ 0.35114654  0.68583327 -0.50360825  0.49864216  0.1556541 ]
Oc1cc(O)cc(O)c1,"[-11.615147    5.3643565   1.4620743 ...   0.          0.
   0.       ]",[False False False False  True],[-0.15119901  0.82799012 -0.9844594  -0.17174621 -0.51485588]
CCCCCCCCOP(OCC(CC)CCCC)Oc1ccccc1,"[ 5.391344   -0.94661045 10.010323   ...  0.          0.
  0.        ]",[False False False False  True],[ 0.08960677  0.87991399 -0.60375411 -0.53272169 -0.35831486]
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,[30.912556 -9.333937  9.996461 ...  0.        0.        0.      ],[False False False False  True],[ 0.52086537  0.8054923  -0.91773615 -0.20217842  0.41818182]
Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,[-2.712236   2.2996297 -5.5701895 ...  0.         0.         0.       ],[False False False False  True],[ 0.03103364 -0.70766723 -0.96189915 -0.90582292 -0.54855876]
O=C(c1ccccc1)N1CCN=C1Nc1c(Cl)cccc1Cl,[ 4.372718  -6.6489506  3.124328  ...  0.         0.         0.       ],[False False False False  True],[-0.12542094  0.74565975 -0.97415491 -0.30340191  0.50776053]
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,[ 5.2724524 -7.918809  -3.3931522 ...  0.         0.         0.       ],[ True False False False False],[-0.52025771 -0.81559302 -0.00151745 -0.85027963 -0.07853525]
Cn1c(N)nc2ncc(-c3ccccc3)cc21,[22.344755 -9.364128 13.223637 ...  0.        0.        0.      ],[ True False False False False],[ 0.33167816 -0.85051699 -0.80590222 -0.86788484  0.58344253]
CC1(C)SC2C([NH+]=CN3CCCCCC3)C(=O)N2C1C(=O)[O-],"[-13.412052   -2.010993   -2.6738093 ...   0.          0.
   0.       ]",[False False  True False False],[ 0.3989444   0.81385261 -0.89074355 -0.70650383  0.30156571]
COP(=S)(OC)SCSc1ccccc1,[ 1.4857945 -2.3671765 -4.936327  ...  0.         0.         0.       ],[False False False False  True],[ 0.05877627  0.98489173 -0.88646673 -0.9427561   0.75299335]
CCCCOC(C1=NCCCN1)c1ccccc1,[-9.96423   -8.836918   7.4142685 ...  0.         0.         0.       ],[False False False False  True],[-0.08028313  0.61700197  0.82401051 -0.81522372  0.15698448]
CCOP(=O)(SCC)SCC,[-13.130713   4.061634 -10.733255 ...   0.         0.         0.      ],[False False False False  True],[ 0.12398024  0.88649841 -0.90482104 -0.9935847   0.28337029]
CN(C)C=O,"[-12.416098    7.9901466  -3.2085233 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.42673726  0.85199281  0.15168402 -0.76573735 -0.50066519]
CC1CCC2(C(=O)[O-])CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,[-2.2238233  5.7663374 -3.1480665 ...  0.         0.         0.       ],[False False  True False False],[-0.59245358  0.40336915 -0.83915023  0.83288072  0.47662025]
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,"[-10.077028    7.2335024  -4.3662663 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.19546196  0.4030553  -0.9122876  -0.170726    0.16141907]
NC12CC3CC(CC(C3)C1)C2,"[-4.107973    0.06076288  0.24144912 ...  0.          0.
  0.        ]",[False False False  True  True],[ 0.27518675  0.92847954 -0.40389877  0.33152287 -0.14235033]
C=C(C)C(=O)OCC(CCCC)CCCCCC,[-14.58924   13.933585   2.068841 ...   0.         0.         0.      ],[False False False False  True],[ 0.29364622  0.9571759  -0.94329563 -0.97552415 -0.68957871]
CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,[15.666296  -1.5264579  1.26576   ...  0.         0.         0.       ],[False False False False  True],[-0.24460193  0.53014151 -0.07303598 -0.61322273 -0.13702882]
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1,[-4.8503575  5.599419   1.0665474 ...  0.         0.         0.       ],[False  True False False False],[ 0.07166988  0.95509601  0.66185726 -0.7401571  -0.02323443]
CN1C(=N)N[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)CC1=O,"[ -2.5526733  -1.8440111 -14.415426  ...   0.          0.
   0.       ]",[False  True False False False],[ 0.12318621  0.50901034 -0.00151745 -0.6590764  -0.16117595]
CC(C)CCCCCOC(=O)CS,[9.724318  7.5646434 6.7412777 ... 0.        0.        0.       ],[False False False False  True],[ 0.3076522  -0.54194573 -0.337991   -0.68952731  0.09889135]
c1c[nH]cn1,[ 1.077321  -3.3582625 10.9316845 ...  0.         0.         0.       ],[False False False False  True],[ 0.20026186  0.78481489 -0.93438963 -0.56746818 -0.02439024]
C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N,[-14.09882    2.254476  -1.450876 ...   0.         0.         0.      ],[ True False False False False],[ 0.29697082  0.97758841 -0.90271701  0.74932108 -0.48120662]
CCOP(=S)(OCC)OC(C)C,[ 0.6447835 -3.3618786  6.4511757 ...  0.         0.         0.       ],[False False False False  True],[ 0.55242879  0.66423681 -0.97479236 -0.59587003 -0.09711752]
N#CCNCC#N,[21.119324 -9.526455 13.082423 ...  0.        0.        0.      ],[False False False False  True],[ 0.16997818  0.92149949 -0.9635094  -0.80378885 -0.18580931]
COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,"[-18.021286   -1.4441909 -13.169289  ...   0.          0.
   0.       ]",[ True False False False False],[ 0.47595375 -0.71653864 -0.92849162 -0.00271569 -0.45278847]
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])N2CCN(C)CC2)o1,[ 5.9861135 -7.3999596  3.2593045 ...  0.         0.         0.       ],[False False False False  True],[ 0.17537114  0.96246189 -0.90414824 -0.69608092 -0.31175166]
CN(OCCNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F)C(=N)N,[-3.1061742 -3.9816885 -2.251433  ...  0.         0.         0.       ],[ True False False False False],[-0.45971987  0.96509342 -0.93349956  0.08084395 -0.36727358]
C=CC(=O)OOCCOC,"[-15.870113    7.5372534 -15.930424  ...   0.          0.
   0.       ]",[False False False False  True],[-0.18373139  0.11827811 -0.69566977 -0.97809031 -0.13481153]
C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,[-6.779483   7.85275    1.7155051 ...  0.         0.         0.       ],[False  True False False False],[-0.27637185  0.35598227 -0.84781603 -0.8510672  -0.29665224]
COc1ccc2cc(C(C)C(=O)OCCOCCO)ccc2c1,[ 9.12465   -2.6457014 19.514944  ...  0.         0.         0.       ],[False False False False  True],[-0.72380205  0.63071629  0.40196951 -0.73472807  0.06740576]
O=c1cc(N2CCOCC2)nc(NCc2ccccc2)[nH]1,[-4.279455   1.2922261 -6.774044  ...  0.         0.         0.       ],[False  True False False False],[ 0.56376617 -0.57104874 -0.81611779 -0.17183845 -0.12261693]
CCCCCCCCCCCCCCCCO,[-9.614815  -1.1694193  4.5702586 ...  0.         0.         0.       ],[False False False False  True],[ 0.48259946  0.89413408 -0.15689441 -0.92343815 -0.38137472]
C=CC(=O)OC1CC2CCC1(C)C2(C)C,[13.3814125 -1.6242306 11.792306  ...  0.         0.         0.       ],[False False False False  True],[-0.18438419 -0.23134621 -0.60350296 -0.82796428 -0.40665188]
CCOP(=O)(OCC)SC1CS(=O)CC1Cl,"[-14.671788    3.9272094  -3.6890314 ...   0.          0.
   0.       ]",[False False False False  True],[-0.21355871  0.92941266 -0.62132694 -0.95298012  0.70864745]
C[NH+]1CCN2c3ncccc3Cc3ccccc3C2C1,[-6.586544   2.4908507 -7.011696  ...  0.         0.         0.       ],[False False  True False False],[ 0.11126268  0.86912613  0.27162367 -0.86138279 -0.10956994]
