Drug,Caco2_Wang,PPBR_AZ,VDss_Lombardo,Half_Life_Obach,LD50_Zhu
CCCCC(=O)CC,,,,,1.617
CCCCOC(=O)C=CC(=O)OCCCC,,,,,1.787
CO[C@H]1C[C@]2(C)C3CC[C@]4(C)[C@@H]([C@@](C)(O)[C@H](O)CCC(C)C)CC[C@@]4(O)C3=CC(=O)[C@@H]2C[C@H]1O,-4.6999998,,,,
CCCP(=O)(OC)SC,,,,,3.828
CC(=O)Nc1ccncc1,,,,,2.485
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,,83.04,,,
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,,,,,2.513
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,,,,,2.802
COC(N)=O,,,,,1.4780000000000002
C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,96.17,,,
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,,,,7.0,
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,7.3,
CCCCOCCOCCOCCCC,,,,,1.7480000000000002
CCC(C)c1ccc(O)cc1,,,,,1.788
c1ccc([C@@H]([C@H](c2ccccc2)N2CCCC2)N2CCCC2)cc1,,83.04,,,
CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,,98.09,,,
NC(=O)OCCCc1ccccc1,,,,,2.208
C=CC(=O)OCCSC,,,,,2.0580000000000003
O=[N+]([O-])c1ccc(CCl)cc1,,,,,1.977
N#CC(Cl)CS(=O)(=O)c1ccccc1,,,,,2.6289999999999996
CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,,,,,3.555
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,,,,,2.659
BrC(Br)Br,,,,,2.343
CC(=O)C1(O)CCC(c2ccccc2)CC1,,,,,1.436
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,,,,,1.5319999999999998
C=CCOCC=C,,,,,2.487
CN(C)C(=O)NC1CC2CCC1(Cl)C2,,,,,2.219
C=CC(=O)Nc1cccc(CN2C(=O)N(c3c(Cl)c(OC)cc(OC)c3Cl)Cc3cnc(NCCCCN(CC)CC)nc32)c1,,98.0,,,
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,,,,,1.669
O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,,95.53,,,
CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,,,,,5.443
C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,,82.05,,,
Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,,,,,3.2939999999999996
CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,,99.23,,,
N#CSC=CSC#N,,,,,3.266
CCCCCCC(=O)O,,,,,1.269
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,0.11,,
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,,0.86,,
CCCc1c(O)cccc1O,,,,,2.529
CC(C)(O)CCc1ccccc1,,,,,1.873
CN(C)C(=O)N(C)C,,,,,2.165
CCN(CC)CCN,,,,,1.6130000000000002
O=C(Cc1ccc(Oc2ccccc2)cc1)NO,,98.0,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,,91.64,,,
CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,,,2.189
c1ccc(-n2cncn2)cc1,,,,,2.333
Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,99.19,,,
CCCCNCC1COc2cccc(OCC)c2O1,,,,,2.8819999999999997
COP(=S)(OC)SCn1nc(Cl)c(C)cc1=O,,,,,3.685
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,,,4.06,,3.029
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,,,0.27,,
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,,,,,2.129
Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O,,91.82,,,
CCCc1nnc(CSP(=S)(OCC)OCC)o1,,,,,3.827
CC(=O)OC1CCCCC1,,,,,1.325
CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,,,1.5,,
O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3,,99.93,,,
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,,,1.5,2.302
CCC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.5908804000000005,,,,
c1ccc2[nH]c(SN3CCCCC3)nc2c1,,,,,2.437
O=C=NCc1ccc(CN=C=O)cc1,,,,,1.621
Nc1nc2cc(Br)ccc2o1,,,,,2.3280000000000003
CC(C)CCN1C(=O)c2ccccc2C1=O,,,,,1.793
CCCCCCCCCc1ccc(C)cc1O,,,,,1.768
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,,3.0,4.272
CCC(C)(C)C1CCC(=O)CC1,,,,,1.554
CC(C)OC(=O)C=CC(=O)OC(C)C,,,,,1.79
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,-3.9519544,45.98,,,
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,,,,2.1,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1,,98.17,,,
OCCNCCc1ccccc1,,,,,1.946
CNC(=O)ON=C(SC)C(=O)N(C)C,,,,,4.9430000000000005
O=NN(CC(F)(F)F)CC(F)(F)F,,,,,2.845
FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)cc2[nH]1,,,,,5.18
COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O,,,,,3.339
Cc1ccc(N2C(=O)C=CC2=O)cc1,,,,,2.421
CCCCCCCCCCCCCCCCCC(O)c1ccc(C(=O)O)c(Cl)c1,,,,,1.929
CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,,,,,3.3160000000000003
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,,,,,2.521
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.6900001,,,1.4,5.17
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,,94.68,,,
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,,,0.14,0.31,
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,,99.14,,,
CN(N=O)c1ccccn1,,,,,3.359
CN(C)P(=S)(Cl)n1ccnc1,,,,,5.446000000000001
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,,,,24.0,2.6180000000000003
CN(C)C=C1C(=O)N(c2ccccc2)N=C1c1ccccc1,,,,,2.515
CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,,96.42,,,
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,,,,,1.998
Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,,99.44,,,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,,67.12,,,
COP(=S)(OC)SC(C(=O)OC(C)C)c1ccccc1,,,,,3.213
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,,,,,2.609
CC(C)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,,94.32,,,
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,,,,,2.177
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,,,,12.0,
CCOC(=S)C=Cc1ccc(OC)cc1,,,,,2.378
COCCC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,98.21,,,
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,,,,,2.38
Cc1cccc(C(=O)Nc2nnn[nH]2)n1,,,,,2.31
C=C(C)CNc1ccc(C(C)C(=O)O)cc1,-4.3400002,,,,2.6010000000000004
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,46.55,,3.9,
CSCCC=O,,,,,1.374
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,,,,,2.1519999999999997
Cc1ccc(-c2cc(C(=O)NCc3cn(C)nc3C)c3cc(Br)ccc3n2)cc1,,99.37,,,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O,-4.6999998,,,,
COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,,99.01,,,
C=CC(=O)OC1CCCCC1,,,,,1.246
CCC1=CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,,,12.0,,
CNC(=O)OCc1cccc(COC(=O)NC)n1,,,,,2.314
O=C(O)C=CC(=O)OCCO,,,,,1.814
CCOS(=O)(=O)OCC,,,,,2.244
CCCC(=O)C(CC)Cc1ccccc1,,,,,1.6669999999999998
CCCCN(CCCC)C(=O)SCc1ccccc1,,,,,1.6980000000000002
CC(=O)OCCCl,,,,,4.088
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,-4.6479459,,,,
O=C(O)C1CC=CCC1,,,,,1.471
NC(CS)C(=O)O,,,,,1.807
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,,,9.95,
CC(C)COc1ccc2ccccc2c1,,,,,1.529
CP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,,,,,4.346
CC(Cl)=CC(=O)Nc1ccc(O)cc1,,,,,2.127
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12,,97.71,,,
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,,,2.87,,
C=CCN(CC=C)c1ccc(OC(=O)NC)cc1,,,,,3.4530000000000003
CCOP(=O)(OCC)OC(=C(Cl)Cl)c1ccc(Cl)cc1Cl,,,,,4.1160000000000005
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C,,,,,2.335
O=P(O)(O)OCC(Cl)(Cl)Cl,,,,,2.2119999999999997
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,,94.79,,,
CNC(=O)Nc1ccccc1,,,,,1.64
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,,,1.7,,
CC(CN)NCCO,,,,,1.381
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-5.4699998,,,2.8,
O=[N+]([O-])OC[C@H](O)CO,,,0.76,,
CCOP(=S)(CC)Sc1ccccc1,,,,,4.914
S=c1[nH]c(=S)[nH]c(=S)[nH]1,,,,,1.271
O=C(O)C=CC(=O)O,,,,,1.096
CC(=NO)C(C)(O)C#Cc1ccccc1,,,,,1.813
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1CC,,,,,1.962
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,,,,3.485
ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl,,,,,1.875
CN(C)S(=O)(=O)CCNC(=O)NCCCl,,,,,3.712
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,,95.01,,,
CCCCOCC1CO1,,,,,1.803
CCCc1ccccc1O,,,,,2.435
N#Cc1ccc(F)cc1C#N,,,,,4.019
CCC(C)c1ccc(Oc2ccc(C)cc2CC(=O)O)c(Cl)c1,,,,,2.477
Cc1ccccc1OCC1CO1,,,,,1.6130000000000002
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,,,,1.2,
O=C1CCc2ccccc2O1,,,,,2.006
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,,,,,1.764
Fc1ccc(Br)cc1,,,,,1.812
O=C(OC1CCC(N2CCCCC2)CC1)c1ccc([N+](=O)[O-])cc1,,,,,2.01
CC(=O)CCC=C(C)C,,,,,1.557
O=C(O)CN(CC(=O)O)CC(=O)O,,,,,2.24
OCC=Cc1ccccc1,,,,,1.827
O=C(O)CCCCCCCCCl,,,,,1.808
CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,,,,,4.54
COc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1OC,,96.42,,,
CCCCOc1ccccc1NC(C)=O,,,,,1.854
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SCCNC=[NH2+])CC12,,,0.24,,
COP(=S)(OC)SCC(=O)N(C)C=O,,,,,3.012
CCC(C)OC=O,,,,,1.005
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,-4.7199998,99.12,,3.3,
CCCC1(CC(=O)O)OCCc2c1[nH]c1ccccc21,,,,,2.2840000000000003
C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,,1.8,,
Cc1ccc(OC(=O)c2ccccc2)cc1,,,,,1.905
CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,,97.6,,,
COP(=S)(OC)Oc1ccc(C#N)c(C)c1,,,,,2.41
O=C([O-])C1CC(C2CCCCC2)CN1C(=O)CP(=O)([O-])CCCCc1ccccc1,,,0.13,,
O=P1(N(CCCl)CCCl)[NH2+]CCCO1,,,0.73,,
O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,,,,,5.992000000000001
CO[SiH](OC)OC,,,,,1.117
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,,,,1.0,
Cc1ccccc1C#N,,,,,1.564
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,,,0.79,,
Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O,,99.19,,,
COc1ccc(C[NH2+]CC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,,,1.6,,
CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1,-5.387216099999999,,,,
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(OC(C)=O)C(C)(C)C)CC3)CC2=O)cc1,-4.02,,,,
CC(C)CCOC(=O)c1ccccc1O,,,,,1.8
O=[N+]([O-])c1nccn1CC(O)CO,,,,,1.567
Nc1ccc([N+](=O)[O-])c(Cl)n1,,,,,1.988
CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,,,2.2,,
CC=COCC,,,,,1.267
CCCCC(CC)(COC(N)=O)COC(N)=O,,,,,2.571
COc1ccc2c(O[C@H]3C[C@H]4C(=O)NCCCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)nc(-c3ccc(F)cc3)nc2c1C,-4.4899998,,,,
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,,29.9,,7.2,2.602
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,,98.29,,,
CCOP(=O)(OCC)SC(P(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,,,,,4.325
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C2CC2)CC1,,98.61,,,
CCOP(=O)(CC)SCC,,,,,4.374
O=NN1CCNCC1,,,,,1.707
CCNC(=O)CC(C)=O,,,,,0.959
OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,,,11.0,,
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-4.9821801,,,,
N[C@@H](Cc1ccccc1)C(=O)OC[C@H]1O[C@@H](n2ccc(O)nc2=O)[C@@H](O)[C@@H]1O,-5.6999998,,,,
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-5.9186072,,,,
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,,,,,1.425
CN(C)CCOc1ccnc(N)n1,,,,,2.085
C=COCCSCCCC,,,,,1.753
NC(=O)c1cccc2c3c([nH]c12)CCCC3,,71.99,,,
CCOC(O)C(Cl)(Cl)Cl,,,,,2.342
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,,,,44.0,
N#CCCCl,,,,,2.952
CCCCNCCCC,,,,,2.835
Cc1ccc(C(C)C=O)cc1,,,,,1.6269999999999998
CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,,89.91,,,
CC(C)OCCOCCO,,,,,1.121
C=CCOC(=O)Cl,,,,,2.694
NC(=O)c1nc[nH]c1N=NN(CCCl)CCCl,,,,,3.0189999999999997
C=CCOc1ccc(CC(=O)O)cc1Cl,,,,,2.334
O=C(COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC/C=C4/OC(=O)c5ccccc54)CC3)CC2=O)cc1)OC1CCCCC1,-4.4000001,,,,
COc1cc2nc(N)sc2cc1OC,,,,,2.256
CC=CC(C)OC,,,,,1.918
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,,98.17,,,
COP(=S)(OC)SSP(=S)(OC)OC,,,,,1.497
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,,,,2.6,
CCCCC(CC)COC(=O)C(CC)CCCC,,,,,0.978
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,,,,,1.89
CC(C)[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,-5.0478787,,,,
NC(=O)c1cc2cc(CN3CCCCC3)ccc2o1,,,,,3.014
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,,,4.4,,
Cc1c(Cl)cc(-c2ccc(=O)[nH]n2)cc1Cl,,,,,1.328
CC=CC#N,,,,,2.127
CCOP(=O)(OCC)Oc1ccc(N)cc1,,,,,2.39
Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,,77.21,,,
CCOC(=O)C(Br)C#N,,,,,2.66
CNC(=O)ON=C1SCC(=O)NC1(C)C,,,,,5.319
C=CC(=O)N(C)C,,,,,2.497
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,,,0.57,,
CC1NC(=O)c2cc(N)ccc2O1,,,,,2.1
CNC(=O)ON=C1SC(=NN(C)C)SC1(C)C,,,,,5.186
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,,,,,3.69
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,,,,0.8,3.366
Cc1ccc(S(=O)(=O)N(C)N=O)cc1,,,,,1.9
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,,,,,1.913
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,,,,,2.873
COc1ccc(CC(C)=O)cc1,,,,,1.693
O=C(CO)N1CCN(c2ccc(N3C[C@H](CNC(=S)C4CC4)OC3=O)cc2F)CC1,-4.4308991,,,,
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,,,,,2.5789999999999997
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,77.21,,,
CC1CN(CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C2(NC(=O)c3cc4ccccc4s3)CCCC2)CC(C)N1,-5.9593034000000005,,,,
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,,,,2.5,
O=C1NC(c2ccc(Br)cc2)Nc2ccccc21,,94.9,,,
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-4.6999998,,0.95,4.7,3.359
ClCCOCCCl,,,,,3.28
CCCCN(CCCCO)N=O,,,,,1.986
O=C(O)c1cc(Cl)ccc1O,-4.98,,,,2.839
CN(C)CCCNC(=O)/C(=C/CCCCC(=O)NO)COc1cccc2ccccc12,,,0.45,,
CN1CCN2c3ccccc3Cc3ccccc3C2C1,,,,,2.456
CNC(=O)Oc1ccc(C)c2c1OC(C)(C)O2,,,,,4.421
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,,,1.808
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,,,,,3.788
CN(C)C(=O)CCNc1ccc(Br)cc1,,,,,2.176
c1ccc(N2CCOCC2)cc1,,,,,2.244
CC(C)(OO)c1ccccc1,,,,,2.6
COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4OC)ccc3n2)cc1,,99.8,,,
CCCCC(CC)COC(CBr)c1ccc(Cl)c(Cl)c1,,,,,3.1839999999999997
CCCCCCc1ccccc1O,,,,,2.137
COC(=O)Nc1ccc(Cl)c(Cl)c1,,,,,2.625
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],,,0.68,,
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,13.0,,
O=C1CCc2cc(C(=O)CCN3CCC(Cc4ccccc4)CC3)ccc2N1,,,,,2.877
CCN1CN(CC)CN(CC)C1,,,,,2.734
C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,,93.67,,,
Cc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,-5.291214900000001,,,,
COP(=S)(OC)SCCSC(C)C,,,,,3.24
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,,,,8.0,3.1289999999999996
C=CC(=O)NCOCCCC,,,,,2.184
CCCCNP(=S)(OCC)Sc1ccccc1,,,,,2.984
C[NH2+]C1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,,,0.15,,
CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O,,,0.32,,
O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,,84.3,,,
CC(C)CCI,,,,,2.143
COc1ccccc1OC,,,,,2.191
CCOP(=O)(NC(C)=O)SC,,,,,2.596
O=c1[nH]ncc2ccccc12,,,,,2.597
C=CC(=O)Nc1ccc(O)cc1,,,,,2.244
CCCC=CCO,,,,,1.457
C[N+](C)(C)[NH2+]CCC(=O)[O-],,,0.7,,
O=c1nc(NCc2ccccc2)sn1Cc1ccccc1,,99.88,,,
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,,,2.9,38.0,
COP(N)(=O)SC,,,,,4.275
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-4.5100002,94.79,,10.0,3.115
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,,95.43,,,
CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1,,86.59,,,
C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,-5.880000099999998,,,,
O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)[C@H]1Cc2ccccc2CN1,,99.3,,,
COc1cc2nc(-c3ccc(N4CCN(C)CC4)cc3)nc(NCCN3CCOCC3)c2cc1OC,,55.16,,,
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,,,,,1.471
Oc1ccc(-c2cnc(-c3cccc(O)c3)o2)cc1,-5.1011863,,,,
Cc1n[nH]cc1Cl,,,,,2.492
Cc1nc(N2CCOCC2)c2cc(-c3ccccc3)sc2n1,,99.58,,,
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1,,71.99,,,
CC1=C(C(=O)Nc2ccccc2)SCCO1,,,,,2.738
CCN(CC)c1nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1,,,,,2.982
NC(=O)COc1ccc(Cl)cc1Cl,,,,,2.263
COP(=O)(OC)OC=C(Br)Br,,,,,3.088
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,,,,,3.326
